"chapter","verse","sanskrit","transliteration","translation_danish","translation_english","footnotes_translation_danish","footnotes_transliteration","footnotes_sanskrit"
"3","52","सुषिरं ज्ञानजनकं पञ्चस्रोतःसमन्वितम् ।
तिष्ठते खेचरी मुद्रा तस्मिञ्शून्ये निरञ्जने ॥५२॥","suṣiraṃ jñānajanakaṃ pañcasrotaḥsamanvitam |
tiṣṭhate khecarī mudrā tasmiñ śūnye nirañjane || 3.52 ||","[3.52] Hulrummet afføder visdom og er forbundet med de fem floder. I
den rene tomhed befinder Khecarīmudrā sig.","[3.52] On the top of the Merū (vertebral column), concealed in a hole, is the Somarasa (nectar of Chandra); the wise, whose intellect is not overpowered by Raja and Tama guṇas, but in whom Satwa guṇa is predominant, say there is the (universal spirit) ātma in it. It is the source of the down-going Idā, Pingalā and Suṣumnā Nādis, which are the Ganges, the Yamuna and the Sarasvati. From that Chandra is shed the essence of the body which causes death of men. It should, therefore, be stopped from shedding. This (Khechari Mudrā) is a very good instrument for this purpose. There is no other means of achieving this end.",NA,NA,NA
"3","53","एकं सृष्टिमयं बीजमेका मुद्रा च खेचरी ।
एको देवो निरालम्ब एकावस्था मनोन्मनी ॥५३॥","ekaṃ sr̥ṣṭimayaṃ bījam ekā mudrā ca khecarī |
eko devo nirālamba ekāvasthā manonmanī || 3.53 ||","[3.53] Sædekornet fuld af skabelse er én; mudrāen khecarī er én;
den uafhængige gud er én; tilstanden Manonmanī er én.[^141]
Dette er Uḍḍīyanabandha:","[3.53] This hole is the generator of knowledge and is the source of the five streams (Idā, Pingalā, &c.). In that colorless vacuum, Khecharī Mudrā should be established.","[^141]: Manonmanī-stadiet er en tilstand af fuldstændig sinds- og kropsro samt dybdekoncentration, hvor al opmærksomhed rettes mod et enkelt punkt (ekāgratā).",NA,NA
"3","54","अथोड्डीयानबन्धः
बद्धो येन सुषुम्नायां प्रणस्तूड्डीयते यतः ।
तस्मादुड्डीयानाख्योऽयं योगिभिः समुदाहृतः ॥५४॥","athoḍḍīyānabandhaḥ
baddho yena suṣumṇāyāṃ prāṇas tūḍḍīyate yataḥ |
tasmād uḍḍīyānākhyo'yaṃ yogibhiḥ samudāhr̥taḥ || 3.54 ||","[3.54] Prāṇaen bindes og flyver op i Suṣumnā i kraft af bandhaen kendt
som Uḍḍīyana-bandha. Derfor kaldes den dette af yogierne.[^142]","[3.54] There is only one seed germinating the whole universe from it; and there is only one Mudrā, called Khecharī. There is only one deva (god) without any one's support, and there is one condition called Manonmaṇi.","[^142]: Uḍḍīyana betyder ""opadflyvende"" og der er således tale om et ordspil. Uḍḍīyana staves i sanskritteksten konsekvent uḍḍīyāna, hvilket er en stavefejl.",NA,NA
"3","55","उड्डीनं कुरुते यस्मादविश्रान्तं महाखगः ।
उड्डीयानं तदेव स्यात्तत्र बन्धोऽभिधीयते ॥५५॥","uḍḍīnaṃ kurute yasmād aviśrāntaṃ mahākhagaḥ |
uḍḍīyānaṃ tad eva syāt tatra bandho'bhidhīyate || 3.55 ||","[3.55] Den, som uafbrudt får den store fugl[^143] til at flyve opad,
det er Uḍḍīyana. Nu er bandhaen forklaret.","[3.55] Uḍḍiyāna is so called, because the great bird, Prāṇa, tied to it, flies without being fatigued. It is explained below.","[^143]: Prāṇa.",NA,NA
"3","56","उदरे पश्चिमं तानं नाभेरूर्ध्वं च कारयेत् ।
उड्डीयानो ह्यसौ बम्धो मृत्युमातङ्गकेसरी ॥५६॥","udare paścimaṃ tānaṃ nābher ūrdhvaṃ ca kārayet |
uḍḍīyāno hy asau bandho mr̥tyumātaṅgakesarī || 3.56 ||","[3.56] Maven trækkes bagud og navlen opad. Uḍḍīyana-bandha er i
sandhed løven, der dræber dødens elefant.",NA,NA,NA,NA
"3","57","उड्डीयानं तु सहजं गुरुणा कथितं यथा ।
अभ्यसेत्सततं यस्तु वृद्धोऽपि तरुणायते ॥५७॥","uḍḍīyānaṃ tu sahajaṃ guruṇā kathitaṃ yathā |
abhyaset satataṃ yas tu vr̥ddho'pi taruṇāyate || 3.57 ||","[3.57] Den yogi, som vedvarende og naturligt praktiserer Uḍḍīyana, som
foreskrevet af en guru, bliver ung, om end han er gammel.","[3.57] The belly above the navel is pressed backwards towards the spine. This Uḍḍiyāna Bandha is like a lion for the elephant of death.",NA,NA,NA
"3","58","नाभेरूर्ध्वमधश्चापि तानं कुर्यात्प्रयत्नतः ।
षण्मासमभ्यसेन्मृत्युं जयत्येव न संशयः ॥५८॥","nābher ūrdhvam adhaś cāpi tānaṃ kuryāt prayatnataḥ |
ṣaṇmāsam abhyasen mr̥tyuṃ jayaty eva na saṃśayaḥ || 3.58 ||","[3.58] Han trækker ind over og under navlen. Yogien bør praktisere
ihærdigt i seks måneder. Derved overvinder han døden. Herom er der ingen
tvivl.","[3.58] Uḍḍiyāna is always very easy, when learnt from a guru. The practiser of this, if old, becomes young again. [3.58] The portions above and below the navel, should be drawn backwards towards the spine. By practising this for six months one can undoubtedly conquer death.",NA,NA,NA
"3","59","सर्वेषामेव बन्धानामुत्तमो ह्युड्डियानकः ।
उड्डियाने दृढे बन्धे मुक्तिः स्वाभाविकी भवेत् ॥५९॥","sarveṣām eva bandhānā uttamo hy uḍḍīyānakaḥ |
uḍḍiyāne dr̥ḍhe bandhe muktiḥ svābhāvikī bhavet || 3.59 ||","[3.59] Uḍḍīyana er i sandhed den bedste bandha. Når Uḍḍīyanabandhaen
mestres, følger mukti[^144] naturligt.
Dette er Mūlabandha:",NA,"[^144]: Mukti betyder ligesom mokṣa ""udfrielsen"".",NA,NA
"3","60","अथ मूलबन्धः
पार्ष्णिभागेन सम्पीड्य​ योनिमाकुञ्चयेद्गुदम् ।
अपानमूर्ध्वमाकृष्य मूलबन्धोऽभिधीयते ॥६०॥","atha mūlabandhaḥ
pārṣṇibhāgena sampīḍya yonim ākuñcayed gudam |
apānam ūrdhvam ākr̥ṣya mūlabandho'bhidhīyate || 3.60 ||","[3.60] Hælen presses mod stedet, hvor skeden er placeret.[^145] Træk
anus sammen. Træk apāna opad. Dette kaldes Mūlabandha.","[3.60] Of all the Bandhas, Uḍḍiyāna is the best; for by binding it firmly liberation comes spontaneously. [3.60] Pressing Yoni (perineum) with the heel, contract up the anus. By drawing the Apāna thus, Mūla Bandha is made.","[^145]: Dvs. mellemkødet (perineum) mellem anus og skrotum.",NA,NA
"3","61","अधोगतिमपानं वै ऊर्ध्वगं कुरुते बलात् ।
आकुञ्चनेन तं प्राहुर्मूलबन्धं हि योगिनः ॥६१॥","adhogatim apānaṃ vai ūrdhvagaṃ kurute balāt |
ākuñcanena taṃ prāhur mūlabandhaṃ hi yoginaḥ || 3.61 ||","[3.61] Ved en kraftfuld sammentrækning får yogien apāna, der går
nedad, til at gå opad. Yogierne kalder den for Mūlabandha.","[3.61] The Apāna, naturally inclining downward, is made to go up by force. This Mūla Bandha is spoken of by Yogīs as done by contracting the anus.",NA,NA,NA
"3","62","गुदं पार्ष्ण्य तु सम्पीड्य योनिमाकुञ्चयेद्बलात् ।
वारं वारं यथा चोर्ध्वं समायाति समीरणः ॥६२॥","gudaṃ pārṣṇyā tu sampīḍya yonim ākuñcayed balāt |
vāraṃ vāraṃ yathā cordhvaṃ samāyāti samīraṇaḥ || 3.62 ||","[3.62] Hælen presses mod anus og stedet for skeden trækkes kraftfuldt
sammen gentagne gange, så vinden går opad.","[3.62] Pressing the heel well against the anus, draw up the air by force, again and again till it (air) goes up.",NA,NA,NA
"3","63","प्राणापानौ नादबिन्दू मूलबन्धेन चैकताम् ।
गत्वा योगस्य संसिद्धिं यच्छतो नात्र संशयः ॥६३॥","prāṇāpānau nādabindū mūlabandhena caikatām |
gatvā yogasya saṃsiddhiṃ yacchato nātra saṃśayaḥ || 3.63 ||","[3.63] Når prāṇa og apāna, nāda og bindu forenes ved hjælp af
Mūlabandha leder de til fuldkommen succes i yoga. Herom er der ingen
tvivl.","[3.63] Prāṇa, Apāna, Nāda and Bindu uniting into one in this way, give success in Yoga, undoubtedly.",NA,NA,NA
"3","64","अपानप्राणयोरैक्यं क्षयो मूत्रपुरीषयोः ।
युवा भवति वृद्धोऽपि सततं मूलबन्धनात् ॥६४॥","apānaprāṇayor aikyaṃ kṣayo mūtrapurīṣayoḥ |
yuvā bhavati vr̥ddho'pi satataṃ mūlabandhanāt || 3.64 ||","[3.64] Ved at praktisere Mūlabandha regelmæssigt bliver apāna og prāṇa
én; urin og afføring aftager; selv den gamle bliver ung.","[3.64] By the purification of Prāṇa, and Apāna, urine and excrements decrease. Even an old man becomes young by constantly practising Mūla Bandha.",NA,NA,NA
"3","65","अपाने ऊर्ध्वगे जाते प्रयाते वह्निमण्डलम् ।
तदानलशिखा दीर्घा जायते वायुनाहता ॥६५॥","apāne ūrdhvage jāte prayāte vahnimaṇḍalam |
tadānalaśikhā dīrghā jāyate vāyunāhatā || 3.65 ||","[3.65] Når udåndingen bevæger sig opad, sættes fordøjelsens ild i
gang. Den blusser op og rammer Vāyuna.[^146]","[3.65] Going up, the Apāna enters the zone of fire, i.e., the stomach. The flame of fire struck by the air is thereby lengthened. [3]","[^146]: Vāyuna relaterer til luft og er navnet på en guddom. Formodentlig refereres der her til Anāhata-cakraet, som også er homolog til luftens element.",NA,NA
"3","66","ततो यातो वह्न्यपानौ प्राणमुष्णस्वरूपकम् ।
तेनात्यन्तप्रदीप्तस्तु ज्वलनो देहजस्तथा ॥६६॥","tato yāto vahnyapānau prāṇam uṣṇasvarūpakam |
tenātyantapradīptas tu jvalano dehajas tathā || 3.66 ||","[3.66] Kroppens varme forøges drastisk, når fordøjelsens ild og apāna
mødes med prāṇa, der er varm af natur.","[3.66] These, fire and Apāna, go to the naturally hot Prāṇa, which, becoming inflamed thereby, causes burning sensation in the body.",NA,NA,NA
"3","67","तेन कुण्डलिनी सुप्ता सन्त​प्ता सम्प्र​बुध्यते ।
दण्डाहता भुजङ्गीव निःश्वस्य ऋजुतां व्रजेत् ॥६७॥","tena kuṇḍalinī suptā santaptā samprabudhyate |
daṇḍāhatā bhujaṅgīva niḥśvasya r̥jutāṃ vrajet || 3.67 ||","[3.67] Som følge af denne varme vækkes den sovende Kuṇḍalinī, der
hvæser og retter sig ud, som en slange ramt af en stok.","[3.67] The Kuṇḍalinī, which has been sleeping all this time, becomes well heated by this means and awakens well. It becomes straight like a serpent, struck dead with a stick.",NA,NA,NA
"3","68","बिलं प्रविष्टेव ततो ब्रह्मनाड्यन्तरं व्रजेत् ।
तस्मान्नित्यं मूलबन्धः कर्तव्यो योगिभिः सदा ॥६८॥","bilaṃ praviṣṭeva tato brahmanāḍyantaraṃ vrajet |
tasmān nityaṃ mūlabandhaḥ kartavyo yogibhiḥ sadā || 3.68 ||","[3.68] Hun bevæger sig dermed ind i brahman-kanalen,[^147] som trådte
hun ind i en hule. Yogierne bør derfor udføre Mūlabandha dagligt.
Dette er Jālandharabandha:","[3.68] It enters the Brahma Nādī, just as a serpent enters its hole. Therefore, the Yogī should always practise this Mūla Bandha.","[^147]: Brahmanāḍī, 'Brahman-kanalen', er et synonym for Suṣumnā-kanalen, idet den fører yogien til brahman.",NA,NA
"3","69","अथ जालन्धरबन्धः
कण्ठमाकुञ्च्य हृदये स्थापयेच्चिबुकं दृढम् ।
बन्धो जालन्धराख्योऽयं जरामृत्युविनाशकः ॥६९॥","atha jālandharabandhaḥ
kaṇṭham ākuñcya hr̥daye sthāpayec cibukaṃ dr̥ḍham |
bandho jālandharākhyo'yaṃ jarāmr̥tyuvināśakaḥ || 3.69 ||","[3.69] Nakken bøjes og hagen placeres tæt ind mod hjertet. Bandhaen
kaldes Jālandharabandha. Den udsletter alderdom og død.","[3.69] The Jālandhara Bandha.",NA,NA,NA
"3","70","बध्नाति हि शिराजालमधोगामिनभोजलम् ।
ततो जालन्धरो बन्धः कण्ठदुःखौघनाशनः ॥७०॥","badhnāti hi śirājālam adhogāminabhojalam |
tato jālandharo bandhaḥ kaṇṭhaduḥkhaughanāśanaḥ || 3.70 ||","[3.70] Den lukker for netværket af floder med nedstrømmende himmelsk
vand. Dermed udsletter Jālandharabandha de mange plager i halsen.","[3.70] Contract the throat and press the chin firmly against the chest. This is called Jālandhara Bandha, which destroys old age and death.",NA,NA,NA
"3","71","जालन्धरे कृते बन्धे कण्ठसंकोचलक्षने ।
न पीयूषं पतत्यग्नौ न च वायुः प्रकुप्यति ॥७१॥","jālandhare kr̥te bandhe kaṇṭhasaṃkocalakṣaṇe |
na pīyūṣaṃ pataty agnau na ca vāyuḥ prakupyati || 3.71 ||","[3.71] Når man udfører Jālandharabandha, hvis kendetegn er en
sammentrækning i halsen, forsvinder nektaren ikke ned i ilden og
åndedrættet ophidses ikke.","[3.71] It stops the opening (hole) of the group of the Nādīs, through which the juice from the sky (from the Soma or Chandra in the brain) falls down. It is, therefore, called the Jālandhara Bandha —the destroyer of a host of diseases of the throat.",NA,NA,NA
"3","72","कण्ठसंकोचनेनैव द्वे नाड्यौ स्तम्भयेद्दृढम् ।
मध्यचक्रमिदं ज्ञेयं षोडशाधारबन्धनम् ॥७२॥","kaṇṭhasaṃkocanenaiva dve nāḍyau stambhayed dr̥ḍham |
madhyacakram idaṃ jñeyaṃ ṣoḍaśādhārabandhanam || 3.72 ||","[3.72] Denne sammentrækning i halsen blokerer de to nāḍīer. Her er det
midterste cakra,[^148] der forbinder de seksten ādhāraer.[^149]","[3.72] In Jālandhara Bandha, the indications of a perfect contraction of throat are, that the nectar does not fall into the fire (the Sūrya situated in the navel), and the air is not disturbed.","[^148]: Også kendt som Viśuddhi-cakra.
[^149]: De seksten ādhāraer, 'fikspunkter' eller 'kronblade', fungerer som meditationsobjekter i den tantriske kropsforståelse (esoterisk anatomi). Lokationerne for de seksten ādhāraer eller fikspunkter oplistes i Lonāvlā-versionens hindī-kommentar: 1) storetå, 2) ankel, 3) knæ, 4) lår, 5) perineum , 6) genitalier, 7) navle, 8) hjerte, 9) nakke, 10) halsregion, 11) drøbel, 12) næse, 13) mellem øjenbrynene, 14) pande, 15) hovedet og 16) kronen (brahmarandhra).",NA,NA
"3","73","मूलस्थानं समाकुञ्च्य उड्डियानं तु कारयेत् ।
इडां च पिङ्गलां बद्ध्वा वाहयेत्पश्चिमे पथि ॥७३॥","mūlasthānaṃ samākuñcya uḍḍiyānaṃ tu kārayet |
iḍāṃ ca piṅgalāṃ baddhvā vāhayet paścime pathi || 3.73 ||","[3.73] Træk bækkenbunden sammen og udfør Uḍḍīyanabandha. Blokér Iḍā og
Piṅgalā og benyt den sidste vej.[^150]","[3.73] The two Nādīs should be stopped firmly by contracting the throat. This is called the middle circuit or centre (Madhya Chakra), and it stops the 16 ādhāras (i.e., vital parts). [4]","[^150]: Den sidste vej er en reference til Suṣumnā-kanalen.",NA,NA
"3","74","अनेनैव विधानेन प्रयाति पवनो लयम् ।
ततो न जायते मृत्युर्जरारोगादिकं तथा ॥७४॥","anenaiva vidhānena prayāti pavano layam |
tato na jāyate mr̥tyur jarārogādikaṃ tathā || 3.74 ||","[3.74] Ved hjælp af denne teknik vandrer åndedrættet derhen. Herefter
opstår sygdom, alderdom og død med videre ikke længere.","[3.74] By drawing up the mūlasthāna (anus,) Uḍḍiyāna Bandha should be performed. The flow of the air should be directed to the Suṣumnā, by closing the Idā, and the Pingalā.",NA,NA,NA
"3","75","बन्धत्रयमिदं श्रेष्ठं महासिद्धैश्च सेवितम् ।
सर्वेषां हठतन्त्राणां साधनं योगिनो विदुः ॥७५॥","bandhatrayam idaṃ śreṣṭhaṃ mahāsiddhaiś ca sevitam |
sarveṣāṃ haṭhatantrāṇāṃ sādhanaṃ yogino viduḥ || 3.75 ||","[3.75] Disse tre bandhaer er de ypperste, som de store siddhaer dvæler
ved.
De fuldender al haṭha-tantrisk praksis. Det ved yogierne.
Dette er Viparītakaraṇī:","[3.75] The Prāna becomes calm and latent by this means, and thus there is no death, old age, disease, etc.",NA,NA,NA
"3","76","अथ विपरीतकरणी |
यत्किञ्चित्स्रवते चन्द्रादमृतं दिव्यरूपिणः ।
तत्सर्वं ग्रसते सूर्यस्तेन पिण्डो जरायुतः ॥७६॥","atha viparītakaraṇī |
yat kiñcit sravate candrād amr̥taṃ divyarūpiṇaḥ |
tat sarvaṃ grasate sūryas tena piṇḍo jarāyutaḥ || 3.76 ||","[3.76] Solen sluger al nektar, som undslipper den guddommelige måne.
Kroppens aldring er forbundet med dette.","[3.76] These three Bandhas are the best of all and have been practised by the masters. Of all the means of success in the Haṭha Yoga, they are known to the Yogīs as the chief ones.",NA,NA,NA
"3","77","तत्रास्ति करणं दिव्यं सूर्यस्य मुखवञ्चनम् ।
गुरूपदेशतो ज्ञेयं न तु शास्त्रार्थकोटिभिः ॥७७॥","tatrāsti karaṇaṃ divyaṃ sūryasya mukhavañcanam |
gurūpadeśato jñeyaṃ na tu śāstrārthakoṭibhiḥ || 3.77 ||","[3.77] Der findes en guddommelig teknik, som snyder solens gab. Den
skal læres ved en gurus instruktioner; ikke ved ti millioner tekstlige
udlægninger.",NA,NA,NA,NA
"3","78","ऊर्ध्वनाभेरधस्तालोरूर्ध्वं भानुरधः शशी ।
करणी विपरीताख्या गुरुवाक्येन लभ्यते ॥७८॥","ūrdhvanābher adhas tālor ūrdhvaṃ bhānur adhaḥ śaśī |
karaṇī viparītākhyā guruvākyena labhyate || 3.78 ||","[3.78] Navlen op, ganen ned; solen op, månen ned. Teknikken kaldes
Viparīta[^151] og mestres ved hjælp af guruens instruktioner.","[3.78] Above the navel and below the palate respectively, are the Sūrya and the Chandra. The exercise, called the Viparīta Karaṇī, is learnt from the guru's instructions.","[^151]: Viparīta-karaṇī, 'Den omvendte teknik', er en hovedstandsteknik med henblik på at holde sæden i hovedet (bindudhāraṇa) for at undgå at livsenergien (bindu) drypper fra månen i hovedet og ned i solen i maveregionen, hvor den brænder op.",NA,NA
"3","79","नित्यमभ्यासयुक्तस्य जठराग्निविवर्धिनी ।
आहारो बहुलस्तस्य सम्पाद्यः साधकस्य च ।
अल्पाहारो यदि भवेदग्निर्दहति तत्क्षणात् ॥७९॥","nityam abhyāsayuktasya jaṭharāgnivivardhanī |
āhāro bahulas tasya sampādyaḥ sādhakasya ca |
alpāhāro yadi bhaved agnir dahati tatkṣaṇāt || 3.79 ||","[3.79] Daglig øvelse øger forbrændingen, og sādhakaen[^152] bør
indtage mere mad. Hvis det er for lidt mad, vil ilden brænde det op på
et øjeblik.","[3.79] This exercise increases the appetite; and, therefore, one who practises it, should obtain a good supply of food. If the food be scanty, it will burn him at once.","[^152]: Sādhakaen er her et udtryk anvendt om yogien, der praktiserer under kyndig vejledning af sin guru.",NA,NA
"3","80","अधः शिराश्चोर्ध्वपादः क्षणं स्यात्प्रथमे दिने ।
क्षणाच्च किंचिदधिकमभ्यसेच्च दिने दिने ॥८०॥","adhaḥ śirāś cordhvapādaḥ kṣaṇaṃ syāt prathame dine |
kṣaṇāc ca kiṃcid adhikam abhyasec ca dine dine || 3.80 ||","[3.80] Første dag bør hovedet være nede og fødderne oppe et øjeblik.
Praktisér lidt længere end et øjeblik for hver dag.","[3.80] Place the head on the ground and the feet up into the sky, for a second only the first day, and increase this time daily.",NA,NA,NA
"3","81","वलितं पलितं चैव षण्मासोर्ध्वं न दृश्यते ।
याममात्रं तु यो नित्यमभ्यसेत्स तु कालजित् ॥८१॥","valitaṃ palitaṃ caiva ṣaṇmāsordhvaṃ na dr̥śyate |
yāmamātraṃ tu yo nityam abhyaset sa tu kālajit || 3.81 ||","[3.81] Rynker og grå hår bliver usynlige efter seks måneder. Yogien,
som praktiserer tre timer dagligt, overvinder døden.
Dette er Vajrolīmudrā:",NA,NA,NA,NA
"3","82","अथ वज्रोली
स्वेच्छया वर्तमानोऽपि योगोक्तैर्नियमैर्विना ।
वज्रोलीं यो विजानाति स योगी सिद्धिभाजनम् ॥८२॥","atha vajrolī
svecchayā vartamāno'pi yogoktair niyamair vinā |
vajrolīṃ yo vijānāti sa yogī siddhibhājanam || 3.82 ||","[3.82] Den yogi, som kender vajrolīmudrā, får andel i fuldkomne
siddhier.[^155] Han kan leve, som han ønsker, uden hensyn til yogalærens
niyama.[^156]","[3.82] After six months, the wrinkles and grey hair are not seen. He who practises it daily, even for two hours, conquers death.","[^155]: Siddhier, 'magiske kræfter, overnaturlige evner'.
[^156]: Niyama, 'tilrådelig adfærd'.",NA,NA
"3","83","तत्र वस्तुद्वयं वक्ष्ये दुर्लभं यस्य कस्यचित् ।
क्षीरं चैकं द्वितीयं तु नाडी च वशवर्तिनी ॥८३॥","tatra vastudvayaṃ vakṣye durlabhaṃ yasya kasyacit |
kṣīraṃ caikaṃ dvitīyaṃ tu nāḍī[^153] ca vaśavartinī || 3.83 ||","[3.83] I denne sammenhæng vil jeg fortælle om to ting, som er
vanskelige at opnå for alle og enhver: den ene er mælk og den anden er
en villig kvinde.[^157]","[3.83] Even if one who lives a wayward life, without observing any rules of Yoga, but performs Vajrolī, deserves success and is a Yogī.","[^157]: 'En villig kvinde' (vaśavartinī) kan ifølge James Mallinson referere til en kvinde, som er villig til at afhænde sin rajas (menstruationsblod forstået som kvindelig sæd) til brug for mandens Vajrolī-praksis.","[^153]: Her holder vi os til GRETIL og oversætter nārī, 'kvinde', i stedet for nāḍī, 'kanal, flod'.",NA
"3","84","मेहनेन शनैः सम्यगूर्ध्वाकुञ्चनमभ्यसेत् ।
पुरुषोप्यथवा नारी वज्रोलीसिद्धिमाप्नुयात् ॥८४॥","mehanena śanaiḥ samyag ūrdhvākuñcanam abhyaset |
puruṣopy[^154] athavā nārī vajrolīsiddhim āpnuyāt || 3.84 ||","[3.84] Yogien bør forsigtigt trække sammen og op via urinrøret.[^158]
Både en mand og en kvinde kan opnå effekten af Vajrolīmudrā.","[3.84] Two things are necessary for this, and these are difficult to get for the ordinary people—(1) milk and (2) a woman behaving, as desired.","[^158]: Her er der tale om en yogisk damage control, hvor yogien kan redde sin tabte bindu (sæd) ved at trække den tilbage og op i gennen penis.","[^154]: Her oversætter vi puruṣopy som puruṣo 'py (med avagraha) som i GRETIL. Puruṣopy antages følgelig at være en sandhi-fejl i Lonāvlā-udgaven.",NA
"3","85","यत्नतः शस्तनालेन फूत्कारं वज्रकन्दरे ।
शनैः शनैः प्रकुर्वीत वायुसञ्चारकारणात् ॥८५॥","yatnataḥ śastanālena phūtkāraṃ vajrakandare |
śanaiḥ śanaiḥ prakurvīta vāyusañcārakāraṇāt || 3.85 ||","[3.85] Ved hjælp af et overskåret sivrør i penis frembringer man
forsigtigt en 'phūt'-lyd, som opstår ved luftens gennemstrømning.","[3.85] By practising to draw in the bindu, discharged during cohabitation, whether one be a man or a woman, one obtains success in the practice of Vajrolī.",NA,NA,NA
"3","86","नारीभगे पतद्बिन्दुमभ्यासेनोर्ध्वमाहरेत् ।
चलितं च निजं बिन्दुमूर्ध्वमाकृष्य रक्षयेत् ॥८६॥","nārībhage patadbindum abhyāsenordhvam āharet |
calitaṃ ca nijaṃ bindum ūrdhvam ākr̥ṣya rakṣayet || 3.86 ||","[3.86] Træk energisk bindu op, som er faldet ned i kvindens hulrum.
Efter at have trukket sin egen bindu op, skal man holde på den.","[3.86] By means of a pipe, one should blow air slowly into the passage in the male organ.",NA,NA,NA
"3","87","एवं संरक्षयेद्बिन्दुं मृत्युं जयति योगवित् ।
मरणं बिन्दुपातेन जीवनं बिन्दुधारणात् ॥८७॥","evaṃ saṃrakṣayed binduṃ jayati yogavit |
maraṇaṃ bindupātena jīvanaṃ bindudhāraṇāt || 3.87 ||","[3.87] Således beskytter den yogakyndige sin bindu og besejrer derved
døden. Tab af bindu er døden. Fastholdelse af bindu er livet.[^160]","[3.87] By practice, the discharged bindu is drawn out. One can draw back and preserve one's own discharged bindu.","[^160]: Bindudhāraṇa, 'fastholdelse af sæden'. En gammel indisk sædmystik, hvor den mandlige sæd identificeres med det livgivende princip (bindu, amr̥ta), mens tabet af denne nødvendigvis medfører svaghed, sygdom og død. For at undgå disse følgevirkninger af tabet af sæd, skal sæden (bindu) derfor fastholdes i hovedet ved hjælp af yogiske teknikker (mudrāer). Ifølge en udbredt esoterisk anatomi fra den tidlige indiske middelalder, så regner sæden ned fra månen i hovedet og brænder op i solen, der er placeret for enden af rygraden.",NA,NA
"3","88","सुगन्घो योगिनो देहे जायते बिन्दुधारणात् ।
यावद्बिन्दुः स्थिरो देहे तावत्कालभयं कुतः ॥८८॥","sugandho yogino dehe jāyate bindudhāraṇāt |
yāvad binduḥ sthiro dehe tāvat kālabhayaṃ kutaḥ || 3.88 ||","[3.88] En liflig duft udgår fra yogiens krop, når binduen bevares.
Hvem vil da frygte tidens tand, når binduen er ubevægelig i kroppen?","[3.88] The Yogī who can protect his bindu thus, overcomes death; because death comes by discharging bindu, and life is prolonged by its preservation.",NA,NA,NA
"3","89","चित्तायत्तं नृणां शुक्रं शुक्रायत्तं च जीवितम् ।
तस्माच्छुक्रं मनश्चैव रक्षणीयं प्रयत्नत: ॥८९॥","cittāyattaṃ nrṇāṃ śukraṃ śukrāyattaṃ ca jīvitam |
tasmāc chukraṃ manaś caiva rakṣaṇīyaṃ prayatnataḥ || 3.89 ||[^159]","[3.89] Mandens sæd beror på sind, og liv beror på sæd. Derfor skal sæd
og sind ihærdigt beskyttes.
Dette er Sahajolī:","[3.89] By preserving bindu, the body of the Yogī emits a pleasing smell. There is no fear of death, so long as the bindu is well-established in the body.",NA,"[^159]: I nogle versioner af Haṭhapradīpikā (f.eks. GRETIL) er her indføjet et ekstra vers (nummereret 3.91), hvilket i Lonāvlā-udgaven er henvist til noteapparatet som her: r̥tumatyā rajo'py evaṃ nijaṃ binduṃ ca rakṣayet | meḍhreṇākarṣayed ūrdhvaṃ samyag abhyāsayogavit || 3.91 || Man bør beskytte den iboende bindu og ligeså rajas fra en menstruerende kvinde. Den kyndige i yogapraksis suger al den tabte bindu op med sin penis.",NA
"3","90","अथ सहजोलिः
सहजोलिश्चामरोलिर्वज्रोल्या एव​ भेदत: ।
जले सुभस्म निक्शिप्य दग्धगोमयसम्भ​वम् ॥
वज्रोलीमैथुनादूर्ध्वं स्त्रीपुंसो: स्वाङ्गलेपनम् ।
आसीनयो: सुखेनैव मुक्तव्यापारयो: क्षणात् ॥९० ॥","atha sahajoliḥ
sahajoliś cāmarolir vajrolyā eva bhedataḥ |
jale subhasma nikṣipya dagdhagomayasambhavam ||
vajrolīmaithunād ūrdhvaṃ strīpuṃsoḥ svāṅgalepanam |
āsīnayoḥ sukhenaiva muktavyāpārayoḥ kṣaṇāt || 3.90 ||","[3.90] Sahajolī og Amarolī er begge opdelinger af selv samme Vajrolī.
Læg god aske, lavet af brændte kokasser, i vand. Når manden og kvinden
har siddet et kort nydelsesfuldt øjeblik efter anstrengelsen ved
Vajrolī-samleje, indsmører de deres intime dele.",NA,NA,NA,NA
"3","91","सहजोलिरियं प्रोक्ता श्रद्धेया योगिभि: सदा ।
अयं शुभकरो योगो योगिमुक्तिविमुक्तिदः ॥९१॥","sahajolir iyaṃ proktā śraddheyā yogibhiḥ sadā |
ayaṃ śubhakaro yogo yogimuktivimuktidaḥ[^161] || 3.91 ||","[3.91] Dette siges at være Sahajolī. Yogierne anser den for evigt
pålidelig. Denne lykkebringende yoga skænker udfrielse, selvom den er
fuld af nydelse.","[3.91] The bindu of men is under the control of the mind, and life is dependent on the bindu. Hence, mind and bindu should be protected by all means.",NA,"[^161]: Her følger vi GRETIL, som har bhogayukto 'pi muktidaḥ i stedet for yogimuktivimuktidaḥ, hvilket synes mere passende i sammenhængen.",NA
