"photo","chapter","verse","transliteration_with_image_change","transliteration","notes_parallels","notes_collation","translation_english","notes_sanskrit","notes_translation"
"ochs_000_000_002_amrtesatantram_000_016.jpg","3","45","śasyate pūrvam ānena yaṃ dṛṣṭvā karmabhedataḥ / saṃskārāt tasya kuṇḍasya kartavyā astramantrataḥ // 45 //","śasyate pūrvam ānena yaṃ dṛṣṭvā karmabhedataḥ / saṃskārāt tasya kuṇḍasya kartavyā astramantrataḥ // 45 //",NA,NA,"3.45. First [the re pit] is praised with that [praise], having perceived which, the distinct rites of black magic [and] the rites of formation of the re pit may be performed through the weapon mantra.10",NA,NA
"ochs_000_000_002_amrtesatantram_000_016.jpg","3","46-47","adhaḥ karaṇam uddhāram abhikṣepaṃ prapūraṇam / secanaṃ kuṭṭanaṃ caiva mārjanaṃ lepanaṃ tathā // 46 // praṇavena tu kartavyaṃ kuṇḍasya parikalpanā / catuṣpathaṃ cākṣavāṭaṃ vāgeśyā gṛhakalpanaṃ // 47 //","adhaḥ karaṇam uddhāram abhikṣepaṃ prapūraṇam / secanaṃ kuṭṭanaṃ caiva mārjanaṃ lepanaṃ tathā // 46 // praṇavena tu kartavyaṃ kuṇḍasya parikalpanā / catuṣpathaṃ cākṣavāṭaṃ vāgeśyā gṛhakalpanaṃ // 47 //",NA,NA,"3.46.-47. [The rites in which the re pit is the object are], the lower, the instrument, the up- per, the throwing one, the lling one, the sprinkling one, the cutting one, the wiping away one, and the anointing one. The making of the re pit is to be done with the letter OM; [then follows nally] the crossroad [rite] and the [ritual] arena is the imagined house for the God- dess of Speech.11",NA,NA
"ochs_000_000_002_amrtesatantram_000_017.jpg","3","48","asinā praṇavenaiva vāgeśyāvāhanam punaḥ / arcanaṃ caiva kartavyaṃ tritattvena tu prokṣaṇam // 48 //","asinā praṇavenaiva vāgeśyāvāhanam punaḥ / arcanaṃ caiva kartavyaṃ tritattvena tu prokṣaṇam // 48 //",NA,NA,"3.48. Again, the invocation of the Goddess of Speech with OM along with homage and con- secration are to be performed with three categories.",NA,NA
"ochs_000_000_002_amrtesatantram_000_017.jpg","3","49","astreṇa tāḍaṇaṃ caiva saṃskṛtya vidhipūrvakam / kriyāśaktisvarūpeṇa kauṇḍilyā kuṇḍakalpanā // 49 //","astreṇa tāḍaṇaṃ caiva saṃskṛtya vidhipūrvakam / kriyāśaktisvarūpeṇa kauṇḍilyā kuṇḍakalpanā // 49 //",NA,NA,"3.49. Having perfected the 'knocking' ritual act [in the re pit]12 with the weapon mantra as the previous injunction, [he should perform] the rite of the re pit with those things per- taining to the re pit, whose essence is the power of action.",NA,NA
"ochs_000_000_002_amrtesatantram_000_017.jpg","3","50","jñānaśaktisvarūpaṃ tu vahniṃ tatra prakalpayet / vahnim ādāya pātrasthaṃ pañcasaṃskārasaṃskṛtam // 50 //","jñānaśaktisvarūpaṃ tu vahniṃ tatra prakalpayet / vahnim ādāya pātrasthaṃ pañcasaṃskārasaṃskṛtam // 50 //",NA,NA,"3.50. One should prepare there the re whose essence is the power of knowledge. After be- stowing the re, the rites of passage are performed each with ve [oblations],13 established in the re pit.",NA,NA
"ochs_000_000_002_amrtesatantram_000_017.jpg","3","51","nirīkṣaṇādicāstreṇa kavacenāvaguṇṭhanam / praṇavenāhutiḥ pañca hutvā dravyādi śuddhitaḥ // 51 //","nirīkṣaṇādicāstreṇa kavacenāvaguṇṭhanam / praṇavenāhutiḥ pañca hutvā dravyādi śuddhitaḥ // 51 //",NA,NA,"3. 51. With the weapon mantra [he performs] the rites beginning with 'the look' and [then] it is covered by the breastplate mantra.14 Having sacri ced ve oﬀerings with the syllable OM, the ritual substances and so on are puri ed.",NA,NA
"ochs_000_000_002_amrtesatantram_000_017.jpg","3","52","viśvāgnyāpādanaṃ paścāt kurvīta bhrāmayet tridhā / bījarūpaṃ tato vahnim ātmanaṃ parameśvaram // 52 //","viśvāgnyāpādanaṃ paścāt kurvīta bhrāmayet tridhā / bījarūpaṃ tato vahnim ātmanaṃ parameśvaram // 52 //",NA,NA,"3.52. After that, he should walk around [the re pit] three times [repeating OM] produc- ing the 'all- re,' then the nature of the seed [syllable produces] the re whose nature is the Supreme Lord.",NA,NA
"ochs_000_000_002_amrtesatantram_000_017.jpg","3","53","māyā caiva tu yogeśī yonau saṃkṣobhya saṃkṣipet / vartulīkṛtaviśvāgnau pūjanaṃ praṇavena tu // 53 //","māyā caiva tu yogeśī yonau saṃkṣobhya saṃkṣipet / vartulīkṛtaviśvāgnau pūjanaṃ praṇavena tu // 53 //",NA,NA,"3.53. And having, as it were, shaken Māyā [to extract the soul from its grasp] he should cast it in the womb of Yogeśī, [achieved by] oﬀering in the All-Fire which has been made round, with the syllable OM. 15",NA,NA
"ochs_000_000_002_amrtesatantram_000_018.jpg","3","54-55","kartavyaṃ tanmukhe paścāt saṃskāras tu tato’nale / garbhādhānaṃ puṃsavanaṃ sīmantonnayanaṃ tathā // 54 // vaktrakalpanaviśvāgnau sīmadgrīvādikalpanaṃ / jātakarma tathaivātra niṣkrāmo nāmakalpanā// 55 //","kartavyaṃ tanmukhe paścāt saṃskāras tu tato’nale / garbhādhānaṃ puṃsavanaṃ sīmantonnayanaṃ tathā // 54 // vaktrakalpanaviśvāgnau sīmadgrīvādikalpanaṃ / jātakarma tathaivātra niṣkrāmo nāmakalpanā// 55 //",NA,NA,"3.54.-55. After that, the rites of passage are to be performed in the mouth of that [ re, namely] (1) planting the seed in the womb, (2) producing a male, then (3) parting the hair of the expectant woman [Yogīśī], including the rites of the neck and the rite of the mouth,16 [performed] in the All-Fire. Then (4) the birth rite, (5) the carrying out of the child [for the vision of the sun, and] (6) the naming ceremony.",NA,NA
"ochs_000_000_002_amrtesatantram_000_018.jpg","3","56","hṛdayādyaṅgaṣaḍkena kartavyam anupūrvaṣaḥ / cūḍādyā ye tu saṃskārāḥ pūrṇāhutyekayā punaḥ // 56 //","hṛdayādyaṅgaṣaḍkena kartavyam anupūrvaṣaḥ / cūḍādyā ye tu saṃskārāḥ pūrṇāhutyekayā punaḥ // 56 //",NA,NA,"3.56. The rites of passage are to be performed in regular order with the six parts beginning with the heart, [after which] again [the further rites are to be performed] beginning with tonsure [and ending] with the oblation for the rst feeding.",NA,NA
"ochs_000_000_002_amrtesatantram_000_018.jpg","3","57","saṃskārāṇi tu sarvāṇi vahnau mūlena kārayet / śivaśaktimayaṃ tatra kalpayet tu vidhānavit // 57 //","saṃskārāṇi tu sarvāṇi vahnau mūlena kārayet / śivaśaktimayaṃ tatra kalpayet tu vidhānavit // 57 //",NA,NA,"3.57. He should perform all the rites of passage with the root mantra in the re. The special- ist should perform that which comprises Śiva and Śakti there.",NA,NA
"ochs_000_000_002_amrtesatantram_000_018.jpg","3","58-59","sruksruvau tu dṛḍhau kāryau kṣīravṛkṣasamudbhavau / śasyate śāntipuṣṭau tu śastadrumasamudbhavau // 58 // anyatra bhāvabhedena kāryau kamānurūpataḥ / ṣaḍtriṃśadaṅgulaṃ mānaṃ srug vā bāhupramāṇataḥ // 59 //","sruksruvau tu dṛḍhau kāryau kṣīravṛkṣasamudbhavau / śasyate śāntipuṣṭau tu śastadrumasamudbhavau // 58 // anyatra bhāvabhedena kāryau kamānurūpataḥ / ṣaḍtriṃśadaṅgulaṃ mānaṃ srug vā bāhupramāṇataḥ // 59 //",NA,NA,"3.58.-59. The large and small ladles are to be made rm from a milkweed shrub. Those [la- dles] produced from a consecrated tree are cut for the purpose of appeasing and prosperity, otherwise, conforming to [correct] ritual procedure,17 they are to be made from various ma- terials. The ladle size is measured an arm [in length] or thirty six ngers.",NA,NA
"ochs_000_000_002_amrtesatantram_000_018.jpg","3","60","ṣaḍaṃśapariṇāhena daṇḍaḥ kuṃbhāt samutthitaḥ / catur aṅgulapīṭhāgraṃ tat pīṭhaṃ kamalodaram // 60 //","ṣaḍaṃśapariṇāhena daṇḍaḥ kuṃbhāt samutthitaḥ / catur aṅgulapīṭhāgraṃ tat pīṭhaṃ kamalodaram // 60 //",NA,NA,"3.60. The handle extends from the bowl [of the ladle] whose width is six parts. The nub of the lotus is the throne, to the top of the throne is four ngers [in length].",NA,NA
"ochs_000_000_002_amrtesatantram_000_018.jpg","3","61","kartavyaṃ daṇḍamadhye tu dvyaṅgulāyatavartulam / ardhāṅgulasamutsedha vicitraracanākulam // 61 //","kartavyaṃ daṇḍamadhye tu dvyaṅgulāyatavartulam / ardhāṅgulasamutsedha vicitraracanākulam // 61 //",NA,NA,"3.61. In the middle of the stick, an extended bulb is to be made two ngers [in length], the thickness of half a nger, distinguished by various styles.",NA,NA
"ochs_000_000_002_amrtesatantram_000_019.jpg","3","62-64","vedikāṣṭāṅgulā kāryā caturastrā suśobhanā // 62 // adhaḥ padmādiniviṣṭā tu ūrdhvipañcāṅgulāyutā / khātaṃ tat tryaṇgulaṃ kāryaṃ tadūrdhvaṃ vartulaṃ bhramam // 63 // ardhāṅgulapramāṇena tilakair upaśobhitam / tasya pārśvacatuṣkaṃ tu catuṣkoṇasamanvitam // 64 //","vedikāṣṭāṅgulā kāryā caturastrā suśobhanā // 62 // adhaḥ padmādiniviṣṭā tu ūrdhvipañcāṅgulāyutā / khātaṃ tat tryaṇgulaṃ kāryaṃ tadūrdhvaṃ vartulaṃ bhramam // 63 // ardhāṅgulapramāṇena tilakair upaśobhitam / tasya pārśvacatuṣkaṃ tu catuṣkoṇasamanvitam // 64 //",NA,NA,"3.62.-64. The altar to receive the ladle18 is to be made eight ngers [in length], splendid, with four [corners], below beginning in the lotus [part] to above is ve ngers' length. The hollow part will be made three ngers [deep], above that [it will be made] circular. It is dec- orated with auspicious marks measuring half a nger, consisting of four sides, and with four corners.",NA,NA
"ochs_000_000_002_amrtesatantram_000_019.jpg","3","65","śilpivijñānaracanā nānābhiracitaṃ matam/ kaṇṭha ekāṅgulaḥ kāryas tantribhāgavikalpitaḥ // 65 //","śilpivijñānaracanā nānābhiracitaṃ matam/ kaṇṭha ekāṅgulaḥ kāryas tantribhāgavikalpitaḥ // 65 //",NA,NA,"3.65. Enacting awareness of the art he performs the various rites. The neck [of the spoon] is to be made one nger length, divided into three parts.",NA,NA
"ochs_000_000_002_amrtesatantram_000_019.jpg","3","66","pārśvayoś ca tataḥ kāryaṃ mukhaṃ saptāṅgulaṃ śubham / dairghyāt tu pārśvayor aṣṭau dvau bhāgau hrāsayet kramāt // 66 //","pārśvayoś ca tataḥ kāryaṃ mukhaṃ saptāṅgulaṃ śubham / dairghyāt tu pārśvayor aṣṭau dvau bhāgau hrāsayet kramāt // 66 //",NA,NA,"3.66. Then he should make the auspicious mouth, seven ngers [wide] between two sides. He should shorten the two parts in due order, long with eight sides.",NA,NA
"ochs_000_000_002_amrtesatantram_000_019.jpg","3","67","mukhāgraṃ tan tribhāge tu dvau bhāgau pārśvayos tathā / vartayed vedayetāṃ tu kaniṣṭhāṅgulimānataḥ // 67 //","mukhāgraṃ tan tribhāge tu dvau bhāgau pārśvayos tathā / vartayed vedayetāṃ tu kaniṣṭhāṅgulimānataḥ // 67 //",NA,NA,"3.67. Then he should conceal [?] the two parts on both sides, in three parts at the top of the mouth. Those two [parts] are a little nger [long].",NA,NA
"ochs_000_000_002_amrtesatantram_000_019.jpg","3","68","nimnaṃ nimnataraṃ kuryād yāvac cāgramukhāntaram / pārśvayos tu tathā kāryā vicitraracanā śubhā // 68 //","nimnaṃ nimnataraṃ kuryād yāvac cāgramukhāntaram / pārśvayos tu tathā kāryā vicitraracanā śubhā // 68 //",NA,NA,"3.68. He should make the cavity deeper within the mouth at the top [?]. Then [he should make] auspicious variegated worship on both sides.",NA,NA
"ochs_000_000_002_amrtesatantram_000_019.jpg","3","69","svatribhāgavivartasyāt pārśvayos tu tathaiva ca hastamātrasruvaḥ kāryau mūlapīṭhe triśākhikaṃ // 69 //","svatribhāgavivartasyāt pārśvayos tu tathaiva ca hastamātrasruvaḥ kāryau mūlapīṭhe triśākhikaṃ // 69 //",NA,NA,"3.69. The ladle should be a hand's measurement [in length]; It should be its own three parts on both sides, made from three small branches at its root. (?)",NA,NA
"ochs_000_000_002_amrtesatantram_000_020.jpg","3","70-71ab","madhyāgrapīṭhapadmāṅkaṃ kaṇṭhāc āṅgulavartulam caturaṅguladīrghaṃ tu dvipuṭāgraṃ suvartitam// 70 // aṅguṣṭaṣṭhaparvavat khātaṃ goṣpadākṛti kārayet","madhyāgrapīṭhapadmāṅkaṃ kaṇṭhāc āṅgulavartulam caturaṅguladīrghaṃ tu dvipuṭāgraṃ suvartitam// 70 // aṅguṣṭaṣṭhaparvavat khātaṃ goṣpadākṛti kārayet",NA,NA,"3.70-71ab. One should make the hole a cow's hoof print deep containing joints a nger wide [and] the top of the two hollows well turned, four ngers' long; from the throat to the place at the middle and top, is a nger in circumference.",NA,NA
"ochs_000_000_002_amrtesatantram_000_020.jpg","3","72-73ab","vartayed racanāyuktaṃ karṣāpūritavaktrakam catuṣpalā bhavet purṇā sruvāśaktiḥ sruvaḥ śivaḥ // 72 // kriyāśaktis tu vai kuṇḍaṃ jñānaśaktis tathānalaṃ","vartayed racanāyuktaṃ karṣāpūritavaktrakam catuṣpalā bhavet purṇā sruvāśaktiḥ sruvaḥ śivaḥ // 72 // kriyāśaktis tu vai kuṇḍaṃ jñānaśaktis tathānalaṃ",NA,NA,"3.72-73ab. One should prepare the mouth [of the re pit] which has been dug, lled with a garland. The ladle which is Śiva and the ladle which is Power should be four measures full. [The Practitioner] should perform re ritual to be accomplished according to the rule. The Power of Action is the re pit and the Power of Knowledge is the re.",NA,NA
"ochs_000_000_002_amrtesatantram_000_020.jpg","3","73cd-74","evaṃ niṣpādya vidhivat paścādd homaṃ samācaret// 73 // tilaiḥ kṣīrayutair homaṃ śarkarāghṛtamiśritaiḥ mahāśāntiḥ prajayeta tat kṣaṇān nātra saṃśayaḥ// 74 //","evaṃ niṣpādya vidhivat paścādd homaṃ samācaret// 73 // tilaiḥ kṣīrayutair homaṃ śarkarāghṛtamiśritaiḥ mahāśāntiḥ prajayeta tat kṣaṇān nātra saṃśayaḥ// 74 //",NA,NA,"3.73cd-74. Having duly accomplished this according to the rule, after that he should per- form the re ritual with sesame, milk, and grain mixed with ghee [for oﬀerings to] the re. He will win great peace [or the calming of enemies] here in a moment, without doubt.",NA,NA
"ochs_000_000_002_amrtesatantram_000_020.jpg","3","75-76ab","ādau caivājya saṃskāraṃ kuryād dhomam athā param/ ādhiśrayaṇam uddhāraṃ bhrāmaṇaṃ sthāpanaṃ tataḥ// 75 // nirīkṣaṇaṃ tato’streṇa nairājanamataḥ param","ādau caivājya saṃskāraṃ kuryād dhomam athā param/ ādhiśrayaṇam uddhāraṃ bhrāmaṇaṃ sthāpanaṃ tataḥ// 75 // nirīkṣaṇaṃ tato’streṇa nairājanamataḥ param",NA,NA,"3.75-76ab. Then having gained victory with the preliminary formation rites, he should per- form the supreme re ritual rite. [He should perform] taking refuge, extraction [of mantras], waving, installation, then looking with the weapon mantra, next waving lights.",NA,NA
"ochs_000_000_002_amrtesatantram_000_020.jpg","3","76cd-79ab","paryagnikaraṇaṃ caiva tathaivotplavasaṃplavau// 76 // astreṇaiva arcanaṃ mūlenāmṛtīkaraṇaṃ tathā darbhāstaraviṣṭarāṇi paridhīn astramantrataḥ // 77 // sūryācandramasau bāhye kalpayet praṇavena tu bhāvayen navajjihvānu pūrṇāṃ mūlena pātayet // 78 // tataḥ paścāt tu taṃ mantraṃ sāṅgaṃ madhyagataṃ yajet","paryagnikaraṇaṃ caiva tathaivotplavasaṃplavau// 76 // astreṇaiva arcanaṃ mūlenāmṛtīkaraṇaṃ tathā darbhāstaraviṣṭarāṇi paridhīn astramantrataḥ // 77 // sūryācandramasau bāhye kalpayet praṇavena tu bhāvayen navajjihvānu pūrṇāṃ mūlena pātayet // 78 // tataḥ paścāt tu taṃ mantraṃ sāṅgaṃ madhyagataṃ yajet",NA,NA,"3.76cd-79ab. Then he should perform imaginative worship circumambulating the re, sprin- kling up and down, then performing the rite of nectar with the root mantra and the weapon mantra. [Then he should perform worship] strewing [the area] with sacred grass imbued with the weapon mantra, protecting the boundary of the re pit with the weapon mantra, [and worshipping] the sun and moon externally with the mantra OM. He should meditate on nine tongues [of re]; he causes this to occur with the root mantra. Then after that he should worship the complete mantra in the centre.",NA,NA
"ochs_000_000_002_amrtesatantram_000_020.jpg","3","79cd-80ab","evaṃ kṛtvānujuhuyān mantrī karmānusārataḥ/// 79 // payasā ghṛtayuktena puṣṭir bhavati śāśvatī","evaṃ kṛtvānujuhuyān mantrī karmānusārataḥ/// 79 // payasā ghṛtayuktena puṣṭir bhavati śāśvatī",NA,NA,"3.79cd-80ab. Thus the Mantrin, having made sacri ces according to customary ritual with milk [and] ghee, becomes completely satis ed.",NA,NA
"ochs_000_000_002_amrtesatantram_000_021.jpg","3","80cd-81ab","ghṛtagugguluhomena pūrṇāyur bhavati dhruvam// 80 // śrīkāmaṃ jahuyāt paścāt ghṛtakṣīrasamanvitaṃ","ghṛtagugguluhomena pūrṇāyur bhavati dhruvam// 80 // śrīkāmaṃ jahuyāt paścāt ghṛtakṣīrasamanvitaṃ",NA,NA,"3.80cd-81ab. With re ritual of bdelium resin and ghee a full life is certain. After that one should oﬀer honourable desire, endowed with milk and ghee.",NA,NA
"ochs_000_000_002_amrtesatantram_000_021.jpg","3","81cd-82ab","rājyakāmas tatovilvān trisaṃbhaktān susiddhidān // 81 // kṣīravṛkṣasamidbhis tu homād ārogyatāṃ labhet","rājyakāmas tatovilvān trisaṃbhaktān susiddhidān // 81 // kṣīravṛkṣasamidbhis tu homād ārogyatāṃ labhet",NA,NA,"3.81cd-82ab. Thus [a King] desiring a kingdom [should oﬀer] wood apple tree [fruits and leaves] divided into three which give powers. He will obtain health due to the re ritual with fuel from the g tree.",NA,NA
"ochs_000_000_002_amrtesatantram_000_021.jpg","3","82cd-83","praśastasamidhā homāt praśastatarūje 'nale /// 82 // sarvakāmān avāpnoti satyam eva na cānyathā trīhisaptakajomena dhanārthī labhate dhanam// 83 //","praśastasamidhā homāt praśastatarūje 'nale /// 82 // sarvakāmān avāpnoti satyam eva na cānyathā trīhisaptakajomena dhanārthī labhate dhanam// 83 //",NA,NA,"3.82cd-83. Truly he obtains all desires due to the re ritual and not otherwise, through the oﬀered kindling [and] through the oﬀered fruit or owers into the re. With twenty one re rituals the person whose purpose is wealth attains wealth.",NA,NA
"ochs_000_000_002_amrtesatantram_000_021.jpg","3","84","īhitaṃ kāmamuddhiśya īhitaṃ homamācaret payasā kevalenaiva homān mṛtyuṃ jayed dhruvam// 84 //","īhitaṃ kāmamuddhiśya īhitaṃ homamācaret payasā kevalenaiva homān mṛtyuṃ jayed dhruvam// 84 //",NA,NA,"3.84. Having drawn out [from the re] the desired wish, he should perform the desired re ritual. He should certainly conquer death because of the re ritual with only milk [oﬀer- ings].",NA,NA
"ochs_000_000_002_amrtesatantram_000_021.jpg","3","85-86","kṣīravṛkṣasamidbhis tu homādārogyatāṃ labhet praśastasamidhahomāt praśastena jalānalam// 85 // sarvakāmān avāpnoti satyam etaṃ na cānyathā // 86 //","kṣīravṛkṣasamidbhis tu homādārogyatāṃ labhet praśastasamidhahomāt praśastena jalānalam// 85 // sarvakāmān avāpnoti satyam etaṃ na cānyathā // 86 //",NA,NA,"3.85-86. He will obtain health due to the re ritual with fuel from the g tree. From the re ritual with its oﬀered kindling, with oﬀerings, water and re, truly he obtains all desires, not otherwise.",NA,NA
"ochs_000_000_002_amrtesatantram_000_021.jpg","4","1-2","īśvara uvāca atha dīkṣāṃ pravakṣyāmi bhuktimuktiphalapradām bhūtatanmātradaśakaṃ manobuddhir ahamkṛtaṃ // 1 // prakṛtiṃ puruṣaṃ caiva īśvaraṃ ca sadāśivam śivam aṣṭādaśaṃ nāma tatkāryeva viśodhayet // 2 //","īśvara uvāca atha dīkṣāṃ pravakṣyāmi bhuktimuktiphalapradām bhūtatanmātradaśakaṃ manobuddhir ahamkṛtaṃ // 1 // prakṛtiṃ puruṣaṃ caiva īśvaraṃ ca sadāśivam śivam aṣṭādaśaṃ nāma tatkāryeva viśodhayet // 2 //",NA,NA,"The Lord spoke: 4.1-2. Now I will speak about initiation that bestows the fruit of liberation and pleasure [us- ing] the tenfold gross and subtle elements, mind and intellect, the ego, nature and the self, [along with] Īśvara, Sadāśiva and Śiva. [These are] called the eighteen [categories]. One should enact the purifcation exactly according to the prescribed rite.",NA,NA
"ochs_000_000_002_amrtesatantram_000_022.jpg","4","3-6","prakṛtiṃ puruṣaś caiva niyatiḥ kāla eva ca māyāvidyā tathośaṃ ca sadāśivaśivas tathā // 3 // tattvāni navadhā samyak śodhayed daiśikottamaḥ tattvaiḥ ṣaṭtriṃśadārdhena tadardhenātha pañcabhiḥ // 4 // tribhir ekena vā kāryā parāparavibhūtaye yā kalābhiḥ pañcabhir vātha padair dīkṣātha vā punaḥ // 5 // varṇaiḥ pañcaśato vāpi mantrair vā bhuvanais tathā etaiḥ sarvaiḥ prakartavyā kāryā ekatam ātha vā // 6 //","prakṛtiṃ puruṣaś caiva niyatiḥ kāla eva ca māyāvidyā tathośaṃ ca sadāśivaśivas tathā // 3 // tattvāni navadhā samyak śodhayed daiśikottamaḥ tattvaiḥ ṣaṭtriṃśadārdhena tadardhenātha pañcabhiḥ // 4 // tribhir ekena vā kāryā parāparavibhūtaye yā kalābhiḥ pañcabhir vātha padair dīkṣātha vā punaḥ // 5 // varṇaiḥ pañcaśato vāpi mantrair vā bhuvanais tathā etaiḥ sarvaiḥ prakartavyā kāryā ekatam ātha vā // 6 //",NA,NA,"4.3-6. The best of teachers should correctly purify the nine categories [comprising] na- ture and self, causal restriction and time, illusion, limited knowledge, then Īśvara, Sadāśiva and Śiva. [He should initiate] with eighteen categories, or nine, or ve, with three or with one.1 These are to be performed for supreme, lower, and magical [accomplishments]. Or again, initiation [can be performed] with [the path of] ve powers (kalā) or with [the path of] words, with ve hundred phonemes, with mantras or with worlds. The [initiation] may be performed with all of these or with only one.",NA,NA
"ochs_000_000_002_amrtesatantram_000_022.jpg","4","7","sarvais tu samudāyena vyaktiśaktis svarūpataḥ / yathā vibhavasāreṇa kartavyā daiśikottamaiḥ// 7 //","sarvais tu samudāyena vyaktiśaktis svarūpataḥ / yathā vibhavasāreṇa kartavyā daiśikottamaiḥ// 7 //",NA,NA,"4.7. It is to be performed by the best teachers with all [the cosmic paths or] with a combina- tion, so long as their essence is power, due to their nature being the [all]-pervading energy.",NA,NA
"ochs_000_000_002_amrtesatantram_000_022.jpg","4","8-9","vāgeśyāḥ pūjanaṃ kāryaṃ ṭadgarbhe yojayet paśum garbhādhānaṃ tu jananam adhikāralayaṃ tathā // 8 // bhogaḥ karmārjanaṃ caiva niṣkṛtis tadanantaram / mūlamantreṇa kartavyaṃ pāśacchedas tathā smṛtaḥ // 9 //","vāgeśyāḥ pūjanaṃ kāryaṃ ṭadgarbhe yojayet paśum garbhādhānaṃ tu jananam adhikāralayaṃ tathā // 8 // bhogaḥ karmārjanaṃ caiva niṣkṛtis tadanantaram / mūlamantreṇa kartavyaṃ pāśacchedas tathā smṛtaḥ // 9 //",NA,NA,"4.8-9. In the worship to be performed [the master] should unite the soul [of the initiand] in the womb of the Goddess of Speech; [the life-cycle rites to be performed are] impreg- nation, birth, eligibility and dissolution2 [and] following that [rites for] pleasure, procuring [good] action, and atonement. Then the cutting of the rope is to be performed with the root mantra.3",NA,NA
"ochs_000_000_002_amrtesatantram_000_022.jpg","4","10","astramantreṇa dāhus tu taṃ bhasmīkaraṇashite / śikhācchedaṃ tathā homaṃ mūlenaiva tu yojayet // 10 //","astramantreṇa dāhus tu taṃ bhasmīkaraṇashite / śikhācchedaṃ tathā homaṃ mūlenaiva tu yojayet // 10 //",NA,NA,"4.10. [Then] with the weapon mantra4 [he should perform] the burning [of the rope], turn- ing it to ash, then he should perform the cutting of the tuft with the root [mantra].",NA,NA
"ochs_000_000_002_amrtesatantram_000_022.jpg","4","11","saṃyojya parame tattve saṃsthānaṃ caiva kārayet/ adhikārārtham ācārye parāparapade sthitiḥ// 11 //","saṃyojya parame tattve saṃsthānaṃ caiva kārayet/ adhikārārtham ācārye parāparapade sthitiḥ// 11 //",NA,NA,"4.11. Having been united to the supreme category, [the master] should establish [the ini- tiand] there. To qualify as a teacher, [he needs to abide] in the supreme-non-supreme state.",NA,NA
"ochs_000_000_002_amrtesatantram_000_022.jpg","4","12","śivatve svadhākānāṃ tu vidyād dīkṣā sadāśive/ putrake parame tattve samayinveśvare tathā // 12 //","śivatve svadhākānāṃ tu vidyād dīkṣā sadāśive/ putrake parame tattve samayinveśvare tathā // 12 //",NA,NA,"4.12. The initiation of practitioners seeking power, due to [the power of] the knowledge- mantras5 within the realm of Śiva is at the Sadāśiva level. The son [of Śiva abides] in the highest level and the lower practitioner in the level of the Lord (īśvaratattva).6",NA,NA
"ochs_000_000_002_amrtesatantram_000_023.jpg","4","13","evam uddeśato dīkṣā kathitā vistareṇyataḥ // 13 // iti sarvaśrotasaṅgrahasāre mṛtyujid amṛtīśvidhāne dīkṣādhikāraś caturthaḥ paṭalaḥ","evam uddeśato dīkṣā kathitā vistareṇyataḥ // 13 // iti sarvaśrotasaṅgrahasāre mṛtyujid amṛtīśvidhāne dīkṣādhikāraś caturthaḥ paṭalaḥ",NA,NA,"4.13. In this way initiation has been revealed, told in its completeness. Here ends the fourth chapter concerning the quali cation of initiation according to the rule of the immortal Conqueror of Death, which is the essence of the collection of all the streams of revelation.",NA,NA
"ochs_000_000_002_amrtesatantram_000_023.jpg","5","1-3","pañcamo 'dhikāraḥ iīśvara uvāca abhiṣekaṃ pravakṣyāmi yathā yasyaiva dīyate aṣṭabhiḥ kalaśair deyam ācāryasya vidhānataḥ // 1 // te tu vidyeśvarāḥ proktā[ḥ] samudrāś ca sagarbhagāḥ pañcabhir bhūtasaṃkhyair vā tribhir vā tattvarūpakaiḥ // 2 // ātmavidyāśivākhyais tu ekenāpi śivātmanā adhikārārtham ācārye sādhake siddhikāmataḥ // 3 //","pañcamo 'dhikāraḥ iīśvara uvāca abhiṣekaṃ pravakṣyāmi yathā yasyaiva dīyate aṣṭabhiḥ kalaśair deyam ācāryasya vidhānataḥ // 1 // te tu vidyeśvarāḥ proktā[ḥ] samudrāś ca sagarbhagāḥ pañcabhir bhūtasaṃkhyair vā tribhir vā tattvarūpakaiḥ // 2 // ātmavidyāśivākhyais tu ekenāpi śivātmanā adhikārārtham ācārye sādhake siddhikāmataḥ // 3 //",NA,NA,"The Lord spoke: 5.1-3. I will speak about the consecration as it shows itself, to be given with eight pots ac- cording to the rule of the teacher; these are known to be impregnated and sealed as the Lords of Wisdom, or with ve [pots] enumerated as earth [and the other elements], or with three whose nature is the categories called self, knowledge, and Śiva, [or] also with one whose nature is Śiva. For the teacher, his purpose is authority, for the Sādhaka, his desire is power. [Such a] consecrated one is authorised and may perform the practice of mantra. That is his observance, that is his practice to which he is devoted and addicted.",NA,NA
